Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5,Range_of_purchases,Categories,Age_Range
48,17,1092,9343,1905,20144,6429,15000-20000,Fornitures,43-52
45,19,1573,1609,138,5847,13836,15000-20000,Fornitures,43-52
42,10,1192,3611,1270,7746,4038,10000-15000,Electrical Products,34-43
53,16,4647,3189,1327,14445,6032,20000-25000,Travels,52-61
50,10,1384,7376,802,16438,8715,15000-20000,Fornitures,43-52
49,13,2426,2563,2084,23519,9373,15000-20000,Fornitures,43-52
52,1,4944,7742,950,7179,13024,15000-20000,Fornitures,52-61
45,17,4556,1936,2225,6925,1757,15000-20000,Fornitures,43-52
49,16,4977,5497,2140,10268,13743,15000-20000,Fornitures,43-52
59,20,3677,8674,1617,2795,7046,20000-25000,Travels,52-61
45,20,2163,2110,133,13233,14231,15000-20000,Fornitures,43-52
44,18,3144,3322,953,6949,2112,15000-20000,Fornitures,43-52
45,1,637,43,1002,2413,8260,15000-20000,Fornitures,43-52
45,4,4077,7428,537,1125,2772,15000-20000,Fornitures,43-52
60,7,2111,9162,2091,5726,7309,20000-25000,Travels,52-61
65,17,3267,2846,2416,1473,9546,0-10000,Home Prodcts,61-70
35,1,4235,3955,376,6608,5163,10000-15000,Electrical Products,34-43
53,14,3613,1176,1984,17300,2165,20000-25000,Travels,52-61
44,10,2377,465,219,18736,14418,15000-20000,Fornitures,43-52
44,9,271,6980,456,14000,9118,15000-20000,Fornitures,43-52
32,16,2516,8655,1737,3520,3192,2500-10000,Food,25-16
53,20,85,6650,1827,22972,13930,20000-25000,Travels,52-61
38,4,2872,881,2019,1160,4111,10000-15000,Electrical Products,34-43
43,15,3845,2668,1297,4781,4988,10000-15000,Electrical Products,43-52
42,11,1128,2685,1487,10958,12387,10000-15000,Electrical Products,34-43
42,18,1666,6856,519,13334,12382,10000-15000,Electrical Products,34-43
45,12,1095,3296,887,24212,3428,15000-20000,Fornitures,43-52
39,20,3096,4244,2333,20343,10223,10000-15000,Electrical Products,34-43
51,4,4126,4325,2077,13368,10296,15000-20000,Fornitures,43-52
38,14,2015,5900,2436,5206,8166,10000-15000,Electrical Products,34-43
50,16,3272,6272,466,21404,2999,15000-20000,Fornitures,43-52
38,11,851,7215,727,9170,4672,10000-15000,Electrical Products,34-43
29,1,1911,5392,1349,7633,13306,2500-10000,Food,25-16
62,9,3922,5156,1464,22684,3325,0-10000,Home Prodcts,61-70
56,18,1257,370,1482,7832,14205,20000-25000,Travels,52-61
51,11,1033,2365,2123,23825,2216,15000-20000,Fornitures,43-52
41,11,3758,9574,2055,656,13505,10000-15000,Electrical Products,34-43
43,7,4615,4117,1109,7162,12262,10000-15000,Electrical Products,43-52
62,15,3685,7186,260,24053,14372,0-10000,Home Prodcts,61-70
58,8,120,233,2048,6817,14042,20000-25000,Travels,52-61
45,8,1656,4665,2340,12538,7664,15000-20000,Fornitures,43-52
45,1,3011,5361,2295,16800,4281,15000-20000,Fornitures,43-52
42,18,2584,7677,615,22810,11209,10000-15000,Electrical Products,34-43
42,20,4411,578,2184,117,14520,10000-15000,Electrical Products,34-43
45,18,2263,3488,766,23671,11166,15000-20000,Fornitures,43-52
43,13,3872,5206,2146,6582,804,10000-15000,Electrical Products,43-52
47,7,1614,8672,980,12149,6142,15000-20000,Fornitures,43-52
43,1,3241,6304,1499,21539,4560,10000-15000,Electrical Products,43-52
37,16,1960,954,2448,4205,2246,10000-15000,Electrical Products,34-43
49,20,1626,3555,319,15391,5796,15000-20000,Fornitures,43-52
47,19,3838,2120,919,11291,3226,15000-20000,Fornitures,43-52
47,5,2193,6614,1397,23755,3985,15000-20000,Fornitures,43-52
49,9,2584,9771,773,13306,4788,15000-20000,Fornitures,43-52
34,12,1290,2680,1836,13662,7087,2500-10000,Food,34-43
48,19,4833,1932,406,6657,8004,15000-20000,Fornitures,43-52
35,20,2548,5190,1108,3022,6450,10000-15000,Electrical Products,34-43
35,9,3339,856,1337,23152,11284,10000-15000,Electrical Products,34-43
45,20,2753,6820,1091,19459,894,15000-20000,Fornitures,43-52
52,10,687,8502,1609,21545,1749,15000-20000,Fornitures,52-61
41,14,4721,4206,573,18570,13841,10000-15000,Electrical Products,34-43
33,17,3886,121,2094,6132,8748,2500-10000,Food,25-16
37,10,3115,2282,2383,13921,229,10000-15000,Electrical Products,34-43
49,14,3373,7192,1406,15841,14238,15000-20000,Fornitures,43-52
34,11,1746,4339,118,10387,7226,2500-10000,Food,34-43
34,12,660,3,1476,10510,8020,2500-10000,Food,34-43
23,19,4959,9123,1870,10814,9585,0-2500,Games,16-25
32,20,1141,8503,1853,13528,10497,2500-10000,Food,25-16
30,19,58,6215,1124,8759,5390,2500-10000,Food,25-16
56,11,2134,9652,640,3185,9535,20000-25000,Travels,52-61
55,15,311,2929,592,5929,8158,20000-25000,Travels,52-61
38,3,1613,6397,578,7572,9395,10000-15000,Electrical Products,34-43
47,9,253,145,2066,19392,12283,15000-20000,Fornitures,43-52
45,11,4133,8968,2010,659,3760,15000-20000,Fornitures,43-52
39,14,2733,8834,1684,22667,11248,10000-15000,Electrical Products,34-43
47,3,277,307,490,22615,6376,15000-20000,Fornitures,43-52
41,9,3023,4829,972,12619,575,10000-15000,Electrical Products,34-43
49,4,3374,5673,125,4535,6198,15000-20000,Fornitures,43-52
43,12,634,4346,1011,2696,10522,10000-15000,Electrical Products,43-52
30,14,889,229,131,8375,11283,2500-10000,Food,25-16
35,5,2117,336,1087,8247,9804,10000-15000,Electrical Products,34-43
55,14,1553,1929,644,23962,5031,20000-25000,Travels,52-61
51,2,2695,1814,1896,4006,8268,15000-20000,Fornitures,43-52
40,12,676,5946,1964,21305,1853,10000-15000,Electrical Products,34-43
45,14,1994,3416,372,18573,2800,15000-20000,Fornitures,43-52
47,17,2254,6449,1194,12421,12033,15000-20000,Fornitures,43-52
53,14,996,6084,1400,18884,13866,20000-25000,Travels,52-61
53,1,3526,7029,1746,444,11204,20000-25000,Travels,52-61
37,13,1375,4437,1698,3352,8085,10000-15000,Electrical Products,34-43
27,15,4815,9509,2213,16688,8069,2500-10000,Food,25-16
60,16,1042,2766,1832,23965,5965,20000-25000,Travels,52-61
39,11,4012,9713,870,9877,8462,10000-15000,Electrical Products,34-43
46,14,4220,5412,1325,170,7450,15000-20000,Fornitures,43-52
39,15,3566,3327,1051,1235,8581,10000-15000,Electrical Products,34-43
43,16,4810,2092,1403,16682,11783,10000-15000,Electrical Products,43-52
46,4,4643,7788,467,13724,1450,15000-20000,Fornitures,43-52
48,7,4766,3800,676,9674,445,15000-20000,Fornitures,43-52
40,1,756,7609,1339,12069,9815,10000-15000,Electrical Products,34-43
58,2,2943,8717,1844,12936,5032,20000-25000,Travels,52-61
46,7,3862,2806,806,5911,789,15000-20000,Fornitures,43-52
52,13,352,793,1777,16212,4254,15000-20000,Fornitures,52-61
29,17,2675,5067,588,8653,13214,2500-10000,Food,25-16
46,15,1220,5797,1982,13496,3411,15000-20000,Fornitures,43-52
45,15,1603,4637,1553,3287,3845,15000-20000,Fornitures,43-52
49,15,4494,3966,2329,138,12760,15000-20000,Fornitures,43-52
35,10,4537,7836,145,18778,8352,10000-15000,Electrical Products,34-43
46,14,2266,6030,1729,18087,11275,15000-20000,Fornitures,43-52
38,7,1260,5426,1919,22847,170,10000-15000,Electrical Products,34-43
39,13,4900,40,1719,23905,12925,10000-15000,Electrical Products,34-43
43,5,2268,2933,597,13814,1308,10000-15000,Electrical Products,43-52
43,1,7,7228,2463,17135,9834,10000-15000,Electrical Products,43-52
46,15,4338,8162,2305,14323,8311,15000-20000,Fornitures,43-52
47,1,2165,6216,2219,20871,6590,15000-20000,Fornitures,43-52
48,12,2265,2699,1620,967,12346,15000-20000,Fornitures,43-52
40,20,1086,4999,78,14740,6216,10000-15000,Electrical Products,34-43
48,15,4012,2879,2214,9649,7731,15000-20000,Fornitures,43-52
46,12,336,7962,2449,20533,8563,15000-20000,Fornitures,43-52
49,14,3982,9471,2154,22039,2852,15000-20000,Fornitures,43-52
52,3,2259,5768,1075,5621,12874,15000-20000,Fornitures,52-61
47,18,3890,1038,1956,7880,644,15000-20000,Fornitures,43-52
28,13,2110,4684,500,6924,6646,2500-10000,Food,25-16
46,5,3522,9080,600,6449,10302,15000-20000,Fornitures,43-52
43,7,4855,1243,15,13006,8317,10000-15000,Electrical Products,43-52
35,12,566,7636,2141,13826,9396,10000-15000,Electrical Products,34-43
55,9,1155,4782,281,1250,8931,20000-25000,Travels,52-61
58,7,3561,9814,2250,8430,6981,20000-25000,Travels,52-61
25,11,1669,9132,706,14016,11514,0-2500,Games,25-16
49,1,1522,5869,699,21754,1048,15000-20000,Fornitures,43-52
59,2,3484,7978,806,15966,180,20000-25000,Travels,52-61
55,5,2174,7115,1417,9888,3137,20000-25000,Travels,52-61
42,8,3849,5020,785,5596,1878,10000-15000,Electrical Products,34-43
43,10,2148,554,5,12913,692,10000-15000,Electrical Products,43-52
45,2,591,4988,344,21348,8354,15000-20000,Fornitures,43-52
33,6,433,1743,58,12209,10611,2500-10000,Food,25-16
21,5,2380,4359,2303,18858,2401,0-2500,Games,16-25
40,6,2218,8558,1346,19751,8072,10000-15000,Electrical Products,34-43
47,4,2497,4270,615,14076,14891,15000-20000,Fornitures,43-52
28,5,295,1211,1745,119,4980,2500-10000,Food,25-16
52,12,2871,5625,910,685,10836,15000-20000,Fornitures,52-61
34,18,1884,7294,2432,7477,3381,2500-10000,Food,34-43
38,1,1836,2720,384,12791,881,10000-15000,Electrical Products,34-43
42,11,1907,5802,2106,7092,8022,10000-15000,Electrical Products,34-43
54,6,2610,385,1511,6965,3583,20000-25000,Travels,52-61
42,2,3960,9828,1984,8049,4811,10000-15000,Electrical Products,34-43
42,7,2585,7718,1060,12807,4422,10000-15000,Electrical Products,34-43
43,2,4624,4278,1823,16064,3841,10000-15000,Electrical Products,43-52
38,11,2423,2331,1458,21656,13401,10000-15000,Electrical Products,34-43
70,1,807,8044,105,3407,9567,0-10000,Home Prodcts,61-70
41,20,1338,6679,587,18984,2121,10000-15000,Electrical Products,34-43
43,13,47,9695,1267,16445,1114,10000-15000,Electrical Products,43-52
54,3,4768,737,183,15122,14543,20000-25000,Travels,52-61
23,8,382,2566,1852,21821,4030,0-2500,Games,16-25
45,2,4620,3227,2200,14735,5653,15000-20000,Fornitures,43-52
29,18,1326,9216,298,11711,204,2500-10000,Food,25-16
53,19,1762,2617,1701,20932,3142,20000-25000,Travels,52-61
39,10,597,3669,975,15149,2119,10000-15000,Electrical Products,34-43
26,1,3889,5350,2460,15304,12030,2500-10000,Food,25-16
47,11,4680,6116,60,24825,2085,15000-20000,Fornitures,43-52
53,5,68,2856,360,4589,9401,20000-25000,Travels,52-61
34,9,2817,6116,746,20364,7295,2500-10000,Food,34-43
51,10,2736,111,1489,11608,10375,15000-20000,Fornitures,43-52
49,4,1101,9243,739,17159,9717,15000-20000,Fornitures,43-52
51,19,3132,7903,1161,7420,10334,15000-20000,Fornitures,43-52
40,11,3931,2485,563,975,11581,10000-15000,Electrical Products,34-43
30,8,3908,7529,721,9771,12721,2500-10000,Food,25-16
31,18,109,7752,2177,2620,4013,2500-10000,Food,25-16
50,7,3047,717,1541,19251,11105,15000-20000,Fornitures,43-52
27,18,3114,7438,1610,7207,11148,2500-10000,Food,25-16
30,15,750,5929,1030,2515,2617,2500-10000,Food,25-16
34,13,1973,2573,2167,11316,14965,2500-10000,Food,34-43
47,18,2528,7337,1753,7632,3742,15000-20000,Fornitures,43-52
49,4,3153,6874,1241,5733,12935,15000-20000,Fornitures,43-52
43,3,2373,593,2107,11556,5376,10000-15000,Electrical Products,43-52
37,11,3044,7581,547,11890,7103,10000-15000,Electrical Products,34-43
52,1,2746,3235,83,13776,4494,15000-20000,Fornitures,52-61
43,12,2006,9253,1681,22225,12342,10000-15000,Electrical Products,43-52
43,5,1633,4568,1094,2290,1751,10000-15000,Electrical Products,43-52
49,8,1114,1628,1983,23092,4943,15000-20000,Fornitures,43-52
45,7,1589,9563,114,5268,13399,15000-20000,Fornitures,43-52
53,14,2394,2520,2280,15154,12248,20000-25000,Travels,52-61
61,16,2812,444,679,6300,6617,20000-25000,Travels,61-70
42,20,2583,4995,1072,7852,917,10000-15000,Electrical Products,34-43
48,10,4011,4563,2198,10582,2804,15000-20000,Fornitures,43-52
42,4,777,6960,121,20037,3548,10000-15000,Electrical Products,34-43
49,17,2362,9694,1215,20791,2095,15000-20000,Fornitures,43-52
50,2,2130,2940,492,21871,11263,15000-20000,Fornitures,43-52
52,15,2675,2164,1282,14800,13573,15000-20000,Fornitures,52-61
31,3,134,2913,2191,15519,13072,2500-10000,Food,25-16
32,3,2054,5938,1663,3851,4712,2500-10000,Food,25-16
45,6,1678,8798,818,7112,7709,15000-20000,Fornitures,43-52
39,7,3195,4707,413,11717,2800,10000-15000,Electrical Products,34-43
40,4,2790,2992,693,13802,5714,10000-15000,Electrical Products,34-43
42,6,4032,2101,2006,8223,14953,10000-15000,Electrical Products,34-43
32,18,1676,1739,314,18184,12317,2500-10000,Food,25-16
38,3,2364,9161,999,22576,11591,10000-15000,Electrical Products,34-43
50,8,3950,7067,1454,9987,2752,15000-20000,Fornitures,43-52
47,15,1681,308,230,17981,4523,15000-20000,Fornitures,43-52
29,1,2843,6475,1588,3520,5717,2500-10000,Food,25-16
48,1,2963,8873,1205,16826,6581,15000-20000,Fornitures,43-52
44,20,2500,2568,2461,18104,3662,15000-20000,Fornitures,43-52
40,5,858,8541,1762,23971,6085,10000-15000,Electrical Products,34-43
47,9,2029,5576,877,17283,7239,15000-20000,Fornitures,43-52
37,19,1260,3121,1968,13960,10626,10000-15000,Electrical Products,34-43
42,13,1051,5709,1217,21797,8120,10000-15000,Electrical Products,34-43
44,3,4696,6804,566,9616,1843,15000-20000,Fornitures,43-52
48,9,4409,9190,1419,11233,13786,15000-20000,Fornitures,43-52
43,9,2505,4204,2170,1964,12148,10000-15000,Electrical Products,43-52
35,18,4673,9424,225,13499,8512,10000-15000,Electrical Products,34-43
57,18,2562,8404,2442,4325,14248,20000-25000,Travels,52-61
39,11,2762,1360,2267,24176,14667,10000-15000,Electrical Products,34-43
47,15,3222,5448,1199,3168,9033,15000-20000,Fornitures,43-52
40,10,1998,8986,878,2607,1219,10000-15000,Electrical Products,34-43
34,14,493,55,1509,12639,2943,2500-10000,Food,34-43
19,18,1661,1722,487,8671,9736,0-2500,Games,16-25
51,4,4804,8119,965,876,12071,15000-20000,Fornitures,43-52
45,15,802,5370,1990,8687,9597,15000-20000,Fornitures,43-52
53,3,2460,2841,1712,15152,10920,20000-25000,Travels,52-61
50,7,1399,6643,1005,13518,902,15000-20000,Fornitures,43-52
36,11,3886,1825,2062,9820,14513,10000-15000,Electrical Products,34-43
41,19,2855,9110,701,10153,5449,10000-15000,Electrical Products,34-43
42,19,4395,4337,130,24640,6657,10000-15000,Electrical Products,34-43
47,6,365,2388,1084,11009,4836,15000-20000,Fornitures,43-52
40,13,2478,9016,2492,21162,5253,10000-15000,Electrical Products,34-43
36,6,3138,9995,923,10057,3544,10000-15000,Electrical Products,34-43
39,10,277,1376,2075,24537,4054,10000-15000,Electrical Products,34-43
39,12,3918,197,587,17825,7132,10000-15000,Electrical Products,34-43
40,6,4832,6456,2268,5269,8735,10000-15000,Electrical Products,34-43
60,19,4508,213,2115,17586,8033,20000-25000,Travels,52-61
37,14,4470,4798,725,984,10895,10000-15000,Electrical Products,34-43
22,14,4546,5767,632,22430,4038,0-2500,Games,16-25
42,20,3790,1257,430,9923,6627,10000-15000,Electrical Products,34-43
61,17,408,5610,1508,3974,2202,20000-25000,Travels,61-70
54,16,1851,6975,1523,9594,10885,20000-25000,Travels,52-61
51,10,4421,5028,2451,24328,11851,15000-20000,Fornitures,43-52
39,3,4147,4245,2459,877,1090,10000-15000,Electrical Products,34-43
61,14,3312,6518,1785,19009,6647,20000-25000,Travels,61-70
30,10,1716,5780,1739,17546,6289,2500-10000,Food,25-16
33,12,1548,1003,2347,5107,7850,2500-10000,Food,25-16
48,11,374,4442,969,6228,3736,15000-20000,Fornitures,43-52
32,14,2414,1886,1896,7062,13656,2500-10000,Food,25-16
54,17,1946,1273,234,20174,4136,20000-25000,Travels,52-61
44,5,2110,5310,1820,991,4366,15000-20000,Fornitures,43-52
42,4,1664,1243,1979,12999,703,10000-15000,Electrical Products,34-43
46,19,169,3539,2129,14062,719,15000-20000,Fornitures,43-52
36,15,4309,5062,523,10218,3645,10000-15000,Electrical Products,34-43
16,6,3598,7121,477,10794,4583,0-2500,Games,16-25
42,14,2412,9386,1433,19679,4722,10000-15000,Electrical Products,34-43
51,13,1324,8210,1177,10235,5715,15000-20000,Fornitures,43-52
40,3,108,5694,1780,16001,14863,10000-15000,Electrical Products,34-43
41,15,3014,1303,1534,6160,2304,10000-15000,Electrical Products,34-43
45,20,3687,4674,1084,19305,11029,15000-20000,Fornitures,43-52
37,9,2159,7617,1672,19783,12644,10000-15000,Electrical Products,34-43
37,15,4023,5048,807,22274,14083,10000-15000,Electrical Products,34-43
38,19,4863,2111,1080,16585,9526,10000-15000,Electrical Products,34-43
40,4,946,2673,1622,15155,483,10000-15000,Electrical Products,34-43
43,11,3189,7456,1301,13192,2104,10000-15000,Electrical Products,43-52
44,10,261,8196,933,3967,13265,15000-20000,Fornitures,43-52
30,7,2045,6527,1541,12334,5217,2500-10000,Food,25-16
45,10,3520,7362,2257,5090,12861,15000-20000,Fornitures,43-52
69,16,1406,1741,605,5417,2152,0-10000,Home Prodcts,61-70
38,19,4561,9023,1652,12802,11058,10000-15000,Electrical Products,34-43
60,4,94,3370,294,22551,1913,20000-25000,Travels,52-61
48,2,2512,5485,798,9266,2761,15000-20000,Fornitures,43-52
57,5,1243,5471,1439,18995,2634,20000-25000,Travels,52-61
45,12,3518,9995,1811,10808,5254,15000-20000,Fornitures,43-52
46,4,861,3013,613,16715,7417,15000-20000,Fornitures,43-52
46,7,4940,6097,592,21867,3821,15000-20000,Fornitures,43-52
50,2,349,1818,1183,16259,9921,15000-20000,Fornitures,43-52
38,18,1967,9767,1808,5522,14082,10000-15000,Electrical Products,34-43
38,8,866,3361,1878,5457,13858,10000-15000,Electrical Products,34-43
52,6,4805,6818,1195,18486,5115,15000-20000,Fornitures,52-61
46,18,1325,124,1656,22846,12490,15000-20000,Fornitures,43-52
52,20,1768,8872,2318,15036,13706,15000-20000,Fornitures,52-61
49,13,2837,5739,2358,11058,957,15000-20000,Fornitures,43-52
47,20,1906,2605,116,14747,8246,15000-20000,Fornitures,43-52
42,7,88,5692,274,19905,12716,10000-15000,Electrical Products,34-43
45,8,328,151,1482,2025,9591,15000-20000,Fornitures,43-52
43,9,2695,720,770,2138,6047,10000-15000,Electrical Products,43-52
33,11,4985,254,1463,8632,11780,2500-10000,Food,25-16
56,4,2843,8701,1568,10911,13807,20000-25000,Travels,52-61
33,3,3328,9025,1848,16965,10575,2500-10000,Food,25-16
48,1,3493,650,1381,18057,7377,15000-20000,Fornitures,43-52
35,19,4881,3644,82,4850,14488,10000-15000,Electrical Products,34-43
23,18,4673,7776,112,24935,1855,0-2500,Games,16-25
49,9,1898,630,1394,11438,13545,15000-20000,Fornitures,43-52
56,7,4318,9840,300,621,10993,20000-25000,Travels,52-61
36,8,4880,9613,868,21267,7897,10000-15000,Electrical Products,34-43
43,9,3312,2675,723,1576,2137,10000-15000,Electrical Products,43-52
23,10,4192,6438,235,23325,3696,0-2500,Games,16-25
32,15,2,504,2272,23345,10050,2500-10000,Food,25-16
44,19,2566,688,1150,11835,8098,15000-20000,Fornitures,43-52
47,4,3786,6090,453,20736,2178,15000-20000,Fornitures,43-52
44,20,1205,6953,2485,13616,10622,15000-20000,Fornitures,43-52
55,10,1142,7213,1152,4634,5398,20000-25000,Travels,52-61
45,5,3304,197,121,10950,7176,15000-20000,Fornitures,43-52
44,2,3423,790,2434,17910,4099,15000-20000,Fornitures,43-52
45,4,1713,603,1907,24586,10196,15000-20000,Fornitures,43-52
31,6,4376,9826,886,1536,10197,2500-10000,Food,25-16
33,7,2427,1408,570,10373,7419,2500-10000,Food,25-16
44,15,2653,8120,395,17312,5016,15000-20000,Fornitures,43-52
34,1,4677,939,400,23660,3439,2500-10000,Food,34-43
54,18,2950,7342,1917,1038,13452,20000-25000,Travels,52-61
37,14,10,316,1782,12207,11479,10000-15000,Electrical Products,34-43
60,16,2851,8636,422,18213,1975,20000-25000,Travels,52-61
45,11,1582,2510,2412,7628,13516,15000-20000,Fornitures,43-52
23,6,112,9918,2259,7110,9416,0-2500,Games,16-25
58,17,978,9646,2472,19458,6000,20000-25000,Travels,52-61
34,6,269,1095,2389,1843,2116,2500-10000,Food,34-43
52,10,3465,9757,2004,3168,4765,15000-20000,Fornitures,52-61
35,9,1594,7254,608,20027,9099,10000-15000,Electrical Products,34-43
38,2,2708,4513,251,220,10290,10000-15000,Electrical Products,34-43
57,19,1172,1710,325,13219,14515,20000-25000,Travels,52-61
41,1,1397,2090,1518,22141,5770,10000-15000,Electrical Products,34-43
46,12,4016,7804,2212,24767,10489,15000-20000,Fornitures,43-52
47,14,3202,8469,948,21912,14597,15000-20000,Fornitures,43-52
44,8,2385,2542,2383,21373,14977,15000-20000,Fornitures,43-52
52,17,3412,9614,90,12902,5850,15000-20000,Fornitures,52-61
42,5,1707,4336,2198,948,317,10000-15000,Electrical Products,34-43
43,19,3103,5758,1174,23591,12300,10000-15000,Electrical Products,43-52
52,8,2377,9080,310,3903,9892,15000-20000,Fornitures,52-61
46,1,1254,6350,147,18516,692,15000-20000,Fornitures,43-52
63,5,261,2622,1822,8268,1691,0-10000,Home Prodcts,61-70
56,10,3401,665,218,13080,610,20000-25000,Travels,52-61
55,18,26,8006,1272,19715,5601,20000-25000,Travels,52-61
41,5,1092,9314,871,5517,210,10000-15000,Electrical Products,34-43
45,8,395,5060,204,21286,14360,15000-20000,Fornitures,43-52
62,19,3539,9668,2096,7430,9591,0-10000,Home Prodcts,61-70
45,11,1863,1112,1993,13303,5274,15000-20000,Fornitures,43-52
