Age,Occupation,Purchase_1,Purchase_2,Purchase_3,Purchase_4,Purchase_5
40,1,2084,9298,1094,2898,5053
49,15,3076,3492,2334,23624,6124
54,7,1754,7819,714,9065,11570
50,15,2987,6867,927,14510,6774
47,6,4074,4282,1644,15225,10389
57,5,4548,5062,1254,20745,11101
58,20,4576,3678,2429,4182,6845
48,14,3665,6868,2066,10823,10668
59,6,3163,354,370,20384,1231
29,5,3729,6423,1537,13340,12094
47,1,4694,5732,1959,1366,14900
54,10,4398,1706,1097,3919,6703
35,14,4139,3661,2364,11308,8633
46,4,4531,2029,509,14723,8592
44,17,4489,9099,1060,6471,10312
39,18,3376,3822,106,12562,13625
60,16,1004,7072,2442,3816,6530
53,16,3451,3422,1914,5623,2526
51,16,2205,1289,1566,20758,14360
41,4,3683,6849,907,11266,1028
46,5,4331,2126,535,13169,13498
37,2,513,1185,2397,13742,2247
48,2,230,3713,956,1489,187
45,8,4342,5361,144,16947,9281
47,13,2124,9968,556,19536,296
34,2,4920,4909,1274,21357,8124
42,8,2516,9368,324,3506,10122
70,3,4424,266,1846,14563,10519
47,19,3862,8448,1153,20150,7558
38,17,1112,183,396,4556,7926
47,18,1753,2421,500,9122,14136
42,20,4749,3785,2084,3777,12274
44,1,2863,106,1402,18526,5363
27,14,1578,9365,301,22575,6497
46,13,3582,4584,135,11609,8137
47,12,4873,3156,774,16207,3492
42,7,4138,4465,562,22964,11925
54,2,684,6079,2036,15920,4546
42,13,2808,5921,516,9768,9220
55,12,2326,4678,1861,16544,3309
67,11,2633,4726,1889,10329,4634
51,6,2188,4978,1997,16144,7819
43,14,4318,8115,826,7108,10718
39,5,2014,854,2098,10892,1866
37,4,2034,3161,646,17499,10990
33,9,2169,3898,91,2568,3611
31,7,3834,8021,162,17577,6102
42,8,3496,4538,1261,17773,5362
57,11,3505,3953,755,1904,3405
31,15,4328,5528,1690,12670,8515
39,4,2701,7644,976,10447,1786
51,16,3377,3555,1498,15017,13527
30,10,3117,8732,680,14446,7336
33,6,4144,982,298,13838,13253
45,15,4481,2755,1996,19375,9962
47,8,2029,8204,2254,7712,4979
39,18,1167,81,1601,832,5324
50,8,4794,8376,2318,5276,5376
56,18,664,4066,825,940,8422
65,8,2080,164,69,16976,2675
41,1,1967,8859,9,8312,11781
64,18,4609,6529,386,19653,4122
38,7,4453,5993,818,7371,3990
58,20,1650,1594,1198,10618,10786
35,7,2458,9733,904,18536,4381
44,13,1869,5394,1335,5204,11978
42,20,6,3518,2236,22210,3661
32,4,2512,8392,853,24461,12368
47,15,2118,1137,1282,22717,1161
49,3,4044,436,6,18438,4801
38,13,4775,858,413,2160,1232
48,9,4305,586,399,1758,5078
52,17,3288,6010,2452,9100,13660
63,19,1076,9020,641,1607,6692
28,4,4704,9383,2123,12080,14015
45,16,2170,3669,709,24193,7748
33,14,4431,128,111,20408,8937
46,14,3713,6885,1189,4967,14793
58,7,3372,5840,978,18697,11334
60,8,3760,8992,137,7082,6622
40,10,100,6546,450,3417,7833
32,13,3588,9512,1441,5772,8014
36,7,1202,1358,1119,4118,6899
36,5,2610,7525,355,11477,13554
31,16,3916,1563,1749,13687,7621
36,1,4264,8788,215,3999,6764
26,4,4520,9578,1781,22412,3236
34,7,323,5702,1341,1363,12082
39,13,2131,3967,1404,17547,11858
47,8,4376,7166,1223,14036,6115
44,13,4829,9467,2394,6601,14514
39,20,1474,9985,2483,19320,7364
51,15,4663,4296,78,17622,8597
50,8,3061,4170,11,15970,4377
49,17,3129,9298,178,18957,3544
47,1,2292,991,597,9052,12981
57,1,4202,436,1536,13961,12449
26,17,2997,9597,1766,22069,3635
49,6,4074,6810,2330,5264,12619
57,14,1031,6053,365,11512,2952
39,6,1796,3570,1799,18002,8885
52,11,4672,4962,2167,11989,5456
30,7,3687,5990,344,24752,14591
37,5,4542,9845,1749,3933,13218
52,6,1733,3372,2088,20326,10959
48,5,3368,7258,103,18771,10147
57,20,3679,2317,1190,15603,6876
36,7,3498,5375,2313,1470,3383
51,18,3101,6352,583,14486,8672
39,16,1303,8728,522,19541,3945
48,5,1549,1543,350,5955,4186
49,3,551,309,539,9826,1994
32,8,2201,6791,1598,12781,2248
42,16,3620,4606,1028,15989,10966
44,8,4870,8119,2142,18303,14372
32,14,946,3812,4,15572,10415
33,9,4372,9646,1004,339,6106
49,5,3846,8108,875,19297,1510
48,14,3099,2767,210,1953,6594
47,17,1151,9678,1293,9449,11677
46,3,2170,5066,2421,13844,7857
55,4,3882,749,451,137,13288
49,12,1014,5048,986,2510,7215
34,3,51,35,1135,11495,6514
46,13,977,9224,1990,22433,8826
31,3,3578,5497,1733,6912,1180
44,19,4942,777,2268,20242,2401
51,13,596,3049,1476,19089,5660
36,13,3719,8384,997,11278,13450
58,19,2739,2743,343,17085,5537
38,14,4443,7875,562,18588,12396
43,2,4326,3039,1261,21858,9015
41,13,1534,3006,1252,9439,1244
58,11,1898,6616,666,8772,11307
46,16,4734,4444,734,5493,5474
38,9,3221,4600,2087,5412,11911
43,19,4581,6758,918,6879,1335
42,3,4399,8363,1559,8006,8490
57,13,1962,9841,2354,6091,11290
46,13,1205,1412,1298,13365,11759
41,10,4010,3955,2261,16849,8063
35,7,3766,5919,240,935,4189
45,17,2205,1182,1131,11023,8379
42,5,4954,4629,671,20891,3012
41,8,605,8235,698,18607,9984
57,3,2359,5956,1158,22660,8016
38,16,3970,2406,1470,22748,4458
45,1,2321,9405,2265,15574,3514
49,11,4808,3727,2362,12330,11427
49,11,23,5627,1509,6034,14748
52,7,916,814,1204,16527,6696
40,7,1455,4011,49,11492,5798
42,4,2775,2014,2499,9661,707
39,20,2848,5123,765,21563,10277
48,4,3616,5385,1015,6385,10054
48,17,956,2260,1719,12562,13886
53,5,3994,66,2399,21319,8269
59,18,2927,4256,967,767,14921
27,7,1539,3547,1032,21463,2391
47,12,60,2540,2173,11390,1877
43,2,3676,6339,1643,22659,6904
43,5,4099,4008,838,22689,8882
38,13,3340,564,1377,1311,14898
25,4,4801,1830,2481,17582,8017
44,15,896,2430,154,938,3922
53,19,2068,1669,656,1639,7760
37,3,3678,7697,486,20393,1155
43,8,4070,8273,1822,691,14280
46,10,4745,319,307,14822,8117
43,18,4024,8256,1599,7450,11266
33,20,1225,2534,1187,15358,1305
39,7,157,522,1001,11261,5626
51,15,1124,1095,459,12681,11785
26,20,4074,6003,1867,6082,10280
59,10,3370,639,2003,6526,8982
50,7,2519,230,33,23497,11960
39,19,4180,6542,488,19614,5610
51,12,3779,3090,566,12377,8672
29,11,825,8393,2468,17886,5120
44,3,2290,9051,297,10447,1094
42,5,356,1152,231,2158,12923
46,14,1663,9369,789,10509,7447
62,3,919,8647,1183,20593,516
49,11,2791,7009,585,7340,7302
41,9,416,5494,1564,7815,8586
46,16,3750,4439,1965,5251,1497
38,18,1695,5356,1997,20356,8572
45,7,79,7007,614,20678,3287
50,8,920,2377,937,16313,13022
26,5,283,1960,2499,10394,4730
42,13,2566,8278,1962,1178,7794
39,8,4813,7447,1120,22896,6768
42,17,445,2803,657,1403,1234
45,8,1531,6208,1067,19327,13757
31,8,4515,7462,360,2213,5567
47,7,4285,6001,2123,17350,12528
28,3,646,9560,2304,9312,14958
34,9,573,3784,1656,4031,3775
37,6,3179,1871,2307,13929,14165
45,14,3525,5370,1666,15965,161
49,14,4336,3992,1487,12981,3703
32,10,385,4615,791,8877,6566
44,11,4137,7693,2258,20917,1178
48,5,4787,6432,2361,15479,10109
34,20,4606,6325,673,12571,1703
52,4,1659,7568,2352,14956,562
34,10,1711,4666,105,23679,2255
38,4,2105,1224,783,13348,10020
36,15,434,8788,1567,24754,1688
44,11,3382,8879,1744,21826,4464
43,16,4960,7949,782,1799,5502
35,1,3386,5565,2112,23807,13523
44,6,530,2697,2455,21652,1506
36,18,1817,7587,1163,17941,11667
35,15,1723,8009,1160,16647,6022
51,14,1195,5222,1209,23453,8221
34,8,4256,6730,1610,23482,14552
50,16,3910,3109,43,18170,6438
36,6,470,3385,2359,20865,11177
39,2,968,9676,2382,22883,14415
54,14,1140,3756,2020,23312,14245
34,13,4853,7411,583,3626,7876
41,20,2614,2760,1386,7180,6298
53,6,2762,507,629,20479,5818
31,9,3113,9802,515,11938,3194
52,7,1068,3155,114,13831,2361
50,6,3076,5324,1208,13304,10654
37,4,360,6798,2394,6015,482
50,11,1762,8768,672,21634,8239
34,17,454,3125,149,17398,12306
37,11,3839,1658,155,8926,900
43,16,1158,6925,1256,11691,14066
50,17,2526,8262,1343,21003,13506
30,9,2278,7452,2042,5776,12117
42,15,4903,3249,1004,18827,10978
42,4,3714,9317,887,9583,8978
48,10,1245,6459,679,18362,4873
59,7,3713,537,1215,4748,10072
36,2,4834,1320,720,16981,128
31,19,3842,779,1254,6000,6181
59,20,3213,9517,1312,9232,279
47,1,1665,5849,2294,19154,3588
47,19,4288,9736,759,2604,5924
34,9,239,6936,2141,3801,3666
47,14,3765,4477,1115,258,7125
40,2,2629,7664,279,24134,9158
46,18,3590,4224,736,439,1363
38,16,267,2049,2413,16817,6283
37,4,4213,8600,773,10240,11362
46,4,1107,3810,134,13378,8196
28,3,4119,6339,840,21643,9088
41,14,1872,1783,962,17554,9948
37,8,4131,5651,104,18522,10116
47,17,1263,4018,2497,1611,1906
43,18,98,1026,2145,21707,9499
46,10,4504,8941,994,3219,6879
51,5,3061,3074,1650,24296,3399
51,18,4426,6367,105,15748,8762
58,13,1445,9454,1681,13607,9029
41,14,3784,9736,1963,19861,5954
49,16,4705,6817,1350,20574,3746
36,3,2527,8068,2067,16568,10610
52,15,1796,9201,1207,427,10644
26,14,2314,2828,576,5548,3542
57,1,2512,5765,885,22088,1822
25,11,1120,1557,884,8560,2180
35,16,1577,8211,1466,22520,1366
48,14,2454,406,82,1197,3496
42,6,3839,3374,1142,2092,920
38,11,2140,4171,2393,4072,6097
41,1,832,158,1574,23972,9369
31,16,257,9865,502,17700,13564
52,1,3437,3461,1340,20921,2845
20,19,140,9617,1096,4596,2549
51,7,481,3998,1708,4908,14173
41,2,2897,2353,1070,3037,14644
52,9,2419,3748,23,7578,5011
48,3,2469,3888,372,13814,10298
44,19,4693,5200,521,3047,5202
44,9,2120,8451,1821,9931,3872
34,13,1193,4497,2271,810,9662
39,4,1007,6480,544,17286,408
54,4,1034,7466,618,17452,13664
49,12,2664,4517,2079,11079,2942
39,1,4604,6244,647,378,9060
40,3,3245,6186,811,18801,8926
43,20,4617,9066,1750,2734,12920
58,14,1001,3986,1947,7146,11719
58,10,3918,3553,1974,16927,9115
44,7,536,804,2094,17652,4037
49,5,3646,5297,2055,1026,6973
29,18,3009,7868,1967,6851,11556
39,9,2091,5481,2415,18834,11120
35,3,1873,7391,2458,19997,10731
37,2,2054,7930,885,15390,6404
42,16,3550,1068,1737,3902,4099
34,6,2604,4323,2013,8737,10316
53,9,666,1013,1134,9964,12403
46,14,2157,5978,2353,14756,774
39,17,1681,5856,190,21248,3486
36,8,1159,8654,2350,15972,8659
45,13,293,6073,843,11734,7037
37,7,1522,3573,360,20828,9641
42,19,1136,1569,410,11622,3634
46,15,3832,4622,2478,23662,8516
37,1,2729,1566,2182,5955,900
32,12,3070,5063,2433,8251,3345
36,20,1019,6951,1851,858,2578
49,17,3457,1517,1187,22767,287
46,13,834,5006,182,1098,12983
50,1,4748,4586,408,13678,13307
45,17,1919,971,1086,5094,9380
44,11,3784,4021,558,16409,9818
55,12,3541,1650,1777,17105,5672
41,7,395,9372,1835,7382,7219
43,17,2730,5720,2041,13865,3247
57,18,4652,909,388,20161,11106
45,9,3401,5725,1300,23522,5787
36,5,284,9410,402,8895,13036
39,12,2731,9861,2392,24775,11181
43,11,361,9651,1354,11137,3785
38,6,576,703,905,6037,12188
48,9,4669,8164,676,3522,13947
35,7,2605,6009,308,3703,8665
43,8,685,9067,2068,900,13696
58,7,1198,7416,2024,5955,3201
38,4,3526,4285,1046,569,8209
37,18,3633,3283,1774,11755,9741
49,10,1705,4403,1575,18530,12620
38,20,76,1569,1052,16757,4057
25,10,4027,7698,618,17577,3380
46,1,3733,6721,1369,23929,7015
43,14,1293,3672,165,21308,1113
49,17,4143,5450,2054,5493,7310
30,9,4014,1459,448,8843,2111
36,11,3857,562,1212,7225,2631
38,2,4996,9309,379,11181,5079
41,19,401,6394,1256,14144,5982
32,17,752,7969,2266,6799,14344
29,19,3881,8330,1991,24150,6735
45,16,1128,9699,524,19150,2696
70,2,2943,2059,314,4824,11790
37,6,496,3183,907,4573,8650
45,8,4024,2737,1046,12633,10006
40,2,4594,7111,248,12232,1373
42,3,611,6940,2214,5284,7497
26,4,1643,5972,1017,17243,8190
50,20,500,2427,155,24239,829
47,8,144,614,1538,2640,8404
49,20,2959,9166,744,19379,2076
51,7,1091,1186,1617,6804,4638
49,16,571,9348,2249,15628,3399
23,4,4277,5962,2415,15070,4089
39,20,2777,3762,2412,7078,11946
54,11,88,8241,306,15950,2249
46,12,859,6141,192,21528,12519
35,19,1700,7589,935,23722,5233
48,6,4543,6605,1909,5838,2216
38,4,1161,5206,461,19559,8894
49,13,477,5630,1853,7266,9554
36,11,1158,1597,1096,3814,4123
35,15,2522,8605,2498,2151,12718
51,13,2053,6477,2088,13707,1006
55,17,1657,4597,348,11962,2187
49,14,832,976,148,674,7712
35,17,141,18,2059,11842,3478
38,15,2747,1183,2463,20474,6426
47,16,1717,8977,93,18672,1237
39,1,4386,513,351,7528,12904
50,13,4758,465,407,13980,3334
34,5,1734,3847,2469,3386,8077
52,8,1827,7189,466,8952,12051
43,20,3580,9794,365,19348,2611
51,8,4372,2149,1069,23313,4146
42,17,3141,78,169,122,6052
47,3,3675,1737,1738,13591,14920
35,12,2705,6581,928,12225,2540
63,19,3025,1043,1685,18136,12877
46,13,4505,490,58,5159,11606
27,18,1358,1229,599,8007,1154
49,12,2485,778,1867,22582,13679
56,6,3300,9033,1188,23967,1620
43,11,2456,3608,2165,11726,3080
44,15,2953,5715,1839,18980,13048
56,20,2912,7980,691,7786,11996
43,15,567,1845,2124,2158,7019
31,6,613,1706,217,6391,158
35,12,966,5055,218,7242,8307
50,5,2440,3485,755,3680,6496
47,1,1612,5446,1740,4481,6974
43,18,4393,8546,1375,22432,1447
52,19,2830,5359,1286,4561,6871
34,5,2524,3405,561,24827,10239
51,1,191,866,849,14651,6808
45,5,2964,2979,581,1371,4343
32,16,1191,5829,1663,22668,1136
63,17,487,6624,2263,9920,800
33,19,4555,3770,1201,3075,9453
45,20,1975,1412,1910,7195,13855
37,8,3628,6814,982,23588,11296
20,4,4195,6476,1113,16238,8113
44,12,47,3689,2237,20423,7684
47,1,2156,9891,643,14207,10538
49,16,511,796,1516,14202,14834
34,13,2781,8933,385,15432,9523
43,19,1072,4102,1454,20293,9543
33,5,1249,8488,2256,6423,5722
56,1,3441,9894,2087,8504,3374
44,12,3418,5125,2276,20801,1181
42,9,4040,4495,803,13300,2354
42,13,2606,2866,1878,5499,10824
45,18,3665,2765,500,17905,14538
37,20,4415,365,1457,920,6418
39,20,1045,6083,565,5713,806
49,16,4325,9178,1603,16289,7481
58,13,1752,2107,479,24688,2064
29,4,1965,2990,686,3743,10563
32,13,495,2624,1500,3211,12971
69,9,571,9014,678,14262,10166
47,18,3856,1020,165,8110,3842
45,18,405,3819,344,7545,2542
41,10,4564,9550,2246,14786,12303
31,7,3387,1578,2260,24697,836
58,5,4099,296,1231,118,7202
42,11,3096,5817,2011,17045,14734
47,15,598,7220,134,6397,444
46,10,3985,7053,125,11302,6007
31,9,2477,9037,26,13746,10125
45,20,421,3380,1700,13275,2998
53,13,4055,5370,1122,5847,2058
34,18,991,811,2425,10207,6981
33,10,3080,9697,1670,20492,6422
47,6,2831,8571,2413,3269,9068
40,3,3489,3820,1180,22351,3991
56,11,3361,4887,1433,13170,12738
37,8,2596,8807,181,10546,6541
36,3,2513,4506,2143,16222,7602
51,8,3092,8301,1270,18559,13667
43,1,1956,9173,1711,18208,12394
58,16,167,336,1991,9578,12421
50,14,526,1344,1363,647,7938
35,8,4314,312,1985,5238,4332
47,2,3403,3046,1356,14782,14647
44,7,3158,593,1506,13539,1660
60,9,218,8715,392,6743,990
45,19,1784,5641,1738,4749,1899
37,18,3995,2894,1320,23328,11701
28,6,1001,5810,92,18288,6549
39,11,705,9605,852,23564,436
42,4,4686,5257,1397,21498,12270
35,15,394,1514,1032,10372,14510
41,9,4132,1379,204,4145,2938
31,3,2033,7592,585,22656,5796
40,4,4684,8343,222,19704,761
31,19,1953,1208,2368,8880,5736
39,8,812,5573,933,14219,9361
49,11,4588,5717,1726,22953,13505
47,13,2514,3615,1366,19204,9032
31,8,3362,5387,1663,7033,13895
48,13,3702,221,1278,16745,3843
33,16,1243,5218,1880,1880,1981
30,17,4751,6327,1025,24638,5895
49,8,2891,9788,433,23303,2752
40,14,189,3159,816,140,3463
25,15,313,4821,1283,12203,7199
42,5,337,1877,675,3794,10434
34,9,4799,6150,211,1680,9531
42,12,217,6705,2201,24965,13211
51,8,1629,7342,977,2021,10870
56,15,1652,4317,2351,22843,11833
56,11,150,7716,869,11887,13133
50,11,3261,1071,1510,22398,4929
58,7,401,1416,1369,2988,14370
38,16,702,8089,1756,23045,7565
29,10,4112,2835,409,688,9926
52,20,2923,7333,96,22116,11115
36,19,2886,2694,449,9661,1307
39,12,3020,1345,1491,10052,5490
43,20,3056,2411,1666,5182,8597
49,11,1184,7114,106,15570,69
37,9,4661,7978,148,22974,13185
48,13,3761,8111,2129,4073,13902
42,7,263,3287,1613,17466,14537
44,13,3068,6297,1300,123,1478
41,5,4864,3614,1680,4192,4282
56,10,3537,5856,1907,831,10203
37,1,2615,8255,1448,565,3299
44,19,2202,1189,1402,13838,10190
51,17,170,4964,786,8266,14277
62,16,1998,1571,744,20876,1694
49,2,1999,6157,1789,10215,134
36,11,3857,69,1304,11672,11481
35,17,277,9601,74,3094,12203
36,14,605,7330,1177,20623,11706
54,16,1043,7160,2105,16784,12493
38,14,3613,646,2064,23820,10258
45,6,3028,5054,2411,4705,4978
45,12,3054,1086,1208,2880,7471
31,19,2732,4653,394,32,1197
42,14,4328,1680,1586,6907,14062
45,13,3442,996,1012,21569,12021
27,12,4914,347,1448,15266,9655
47,6,4471,4313,1535,16853,2502
41,11,4412,6486,737,20277,614
38,4,36,2634,548,4004,9580
44,14,3155,6759,1422,6734,9559
57,4,1670,5268,315,22928,1877
61,13,297,7747,102,20761,1241
56,1,545,2666,1353,1098,11317
46,1,2259,3533,344,24353,7520
54,10,4557,1770,94,20123,6859
41,5,1286,6228,782,21381,4924
63,8,4978,3998,180,9907,13628
44,2,4756,723,1693,8464,11781
50,16,463,9511,2143,18525,11131
49,6,2321,3301,1883,6857,10335
46,2,230,9543,2408,6521,11050
42,7,3705,3762,2128,21686,622
56,14,436,1475,1029,21821,6514
42,17,4657,5948,322,16655,3069
38,19,3436,4344,2185,14457,13947
53,4,788,5952,2439,4645,5161
41,18,4132,5300,99,16048,447
34,20,1680,8009,2076,21236,11139
29,15,4552,2311,421,13247,13525
46,3,3108,4628,33,24716,6738
46,20,1839,6634,1317,20347,2271
52,14,2026,8711,1677,9721,9312
53,7,3436,8104,1363,5111,8976
51,13,4365,7975,1941,13787,9917
37,12,4172,3826,744,20233,451
45,17,2459,2799,2434,1811,13340
42,12,3800,1798,494,1526,5778
49,11,3799,1663,1589,5551,5937
41,11,2932,7358,1222,18389,5678
41,17,2183,8151,2153,3952,9704
38,16,4914,4098,146,23023,11180
45,19,4504,2931,1658,8321,11307
37,2,4642,1607,2153,2402,6064
36,19,1757,6423,1755,10967,13430
24,6,1652,5080,1241,18483,14419
41,3,193,8307,124,2158,7246
34,12,1124,4864,2348,9058,12067
52,17,3716,8574,2211,24326,13858
42,6,4327,3417,1335,15791,1577
37,15,432,4179,2117,11135,13992
42,4,1241,6513,1598,6338,368
56,4,4099,1230,473,8983,8742
37,14,145,9051,2223,6832,3619
50,12,1285,7028,934,1716,5525
55,4,3641,4281,2500,14375,7516
50,9,3221,2404,164,10296,2323
35,12,2352,1118,1676,17726,4015
39,5,607,2289,1865,7421,12317
40,20,4875,7246,630,23324,6984
53,9,4995,8930,914,3426,11358
45,11,555,8832,2299,8827,6967
45,9,4911,8868,2053,7734,10203
43,16,3731,6722,1228,2115,10612
48,13,3619,2600,428,10805,7464
47,1,2007,9143,2033,9307,7261
53,20,1421,6630,278,21512,14411
27,19,4784,1492,199,22891,8269
30,5,1456,573,1184,6496,4920
46,12,1594,6405,147,11368,14977
43,1,1486,4798,1278,20037,2721
44,4,2564,9532,1459,20957,10101
44,7,2127,2325,799,3753,8024
59,15,1816,1352,1585,14953,7521
40,3,1036,8867,1029,24947,14028
43,5,3027,4581,731,20782,10419
42,7,1638,7036,1859,21029,14062
56,9,2307,9551,693,16522,13077
31,19,3427,6096,2456,13323,6098
37,12,4584,9905,1696,14396,2320
49,18,1855,2075,1857,9280,10366
30,18,1348,73,1560,6000,11275
35,15,686,1593,2427,20287,14860
46,20,4643,3483,722,4199,798
36,18,278,755,2357,7388,604
56,7,3680,7181,887,21553,1982
45,11,1047,1039,564,4726,3528
41,7,539,9376,1925,9966,9315
37,1,711,5148,1302,9970,3485
37,13,348,4839,1666,22511,4261
47,4,3655,1872,884,8659,3461
39,10,4559,6588,835,20055,5052
56,13,218,5820,1164,9436,10988
31,18,4870,508,625,14385,13848
44,10,2612,5481,370,22499,9763
49,11,4721,267,128,3676,5350
46,17,150,6592,777,18293,9052
44,12,4781,1417,773,20895,6251
44,9,3977,3378,2022,18909,2834
37,12,1732,5425,271,19882,4980
68,20,677,8003,2018,15690,535
48,4,2876,2973,1290,20355,9630
33,16,2679,1727,254,3673,3788
62,9,1261,6327,2021,24028,8716
38,18,1165,7791,2304,13682,14161
58,9,729,2726,10,15599,3488
49,15,4113,4643,1101,5847,13931
32,11,4471,3722,310,17050,3587
44,14,651,4096,181,7106,2226
49,7,443,6912,1345,5779,2151
48,19,1856,9981,2407,11121,12816
53,13,4866,7029,1938,5499,13730
24,7,1422,4532,240,5808,899
45,7,2021,6538,810,19608,11882
38,4,3906,150,1226,16414,2602
40,8,3607,7007,1189,3309,1463
45,5,1924,1219,710,17461,3794
46,20,3002,8823,1328,2600,2216
59,13,1413,6780,2257,411,13384
52,9,1900,3043,843,22727,589
51,8,114,2815,961,22645,1451
26,10,1924,2650,214,5921,9011
53,4,3749,6347,1488,21866,14143
56,11,1705,7999,750,12477,13847
40,6,1169,4038,1247,24658,3971
34,8,2725,4426,2129,8760,2143
52,12,3229,2745,613,24256,11279
34,10,3985,5683,2159,22149,1162
49,16,4594,2911,2050,5156,565
28,14,2963,3065,2069,19863,11951
38,5,2724,8516,1748,3723,13251
28,20,115,1695,1336,2461,9220
37,5,681,269,1822,19603,1037
59,12,954,3075,918,7118,12396
63,16,4355,4522,456,9807,1905
34,14,176,3973,25,18820,428
44,8,144,2928,37,15555,7875
62,4,1279,806,2368,15016,8933
44,4,161,222,1114,14536,9829
51,9,2151,2348,2061,13887,11173
52,19,4331,1541,1393,21067,590
59,4,4718,6594,933,5438,14956
43,1,324,5326,1725,507,11243
32,12,4679,9463,689,20001,11827
36,1,3234,8419,827,21239,9196
51,17,880,1276,2308,12960,8465
21,9,1476,9332,995,10288,3041
36,17,1810,9254,591,8066,14127
41,20,4963,8627,408,15812,8786
40,1,4616,7699,1286,21909,773
28,18,3875,6529,2008,14610,494
42,11,2997,8000,559,14514,12206
32,10,1856,1893,1396,18603,2789
39,9,1551,1756,2288,11877,3035
43,1,3297,6327,605,12770,11167
46,12,4247,6552,1552,14596,13513
48,13,3026,4649,687,21654,10067
47,20,4502,607,2418,4183,1815
40,4,5000,9209,311,17242,2842
52,9,3655,1226,1304,4657,6696
50,19,1334,6412,2388,13567,4130
55,8,2521,6397,641,4826,4845
42,10,4444,4555,2290,23072,984
47,12,2962,6182,141,16022,11241
34,9,353,8363,550,6882,7943
35,18,3340,8793,637,3902,7621
48,4,3192,280,1985,14347,7883
49,4,890,4596,798,20302,10147
54,9,2549,5691,803,16022,5504
35,4,2087,8090,1068,11273,2754
50,6,90,2062,2024,22156,1492
39,15,4409,1490,1673,15252,828
43,2,250,2994,2443,1950,5541
52,4,1781,8844,1935,20453,3818
59,6,4275,6356,223,18801,523
52,7,3667,3714,166,5428,6476
30,14,1462,3503,503,19562,11042
42,18,1265,266,1861,11554,10443
55,3,929,1078,1336,13102,10442
44,20,4459,8486,866,7112,374
48,20,2872,4140,728,17580,10193
54,2,2162,6884,1855,20971,5162
37,11,2721,2896,2160,24316,7803
43,6,3974,7227,696,8462,4729
32,12,2986,795,574,17828,1861
47,1,1608,678,2423,23145,3075
39,14,758,1361,176,2628,6447
53,4,2521,2244,2252,931,6229
33,15,689,1164,1992,6708,1470
42,17,4114,6873,1061,9331,1910
53,5,2374,3782,1356,13974,8528
48,4,1684,4170,2174,6645,5956
44,10,370,999,1425,3158,10888
58,5,38,3769,1886,13151,11884
41,8,2125,7512,2068,6341,14227
66,8,4571,2676,1399,16856,13417
52,17,778,8217,2147,2661,3220
45,5,60,7740,1710,934,1276
52,10,1523,5502,696,20611,653
30,11,4319,1783,1551,2771,14123
40,18,1973,2447,1054,5908,5626
44,18,1402,731,2477,10513,7417
37,16,3055,7459,2169,22358,2609
42,7,2964,5026,1663,20664,5378
56,5,3314,5966,2210,9531,7750
24,8,2432,386,1539,19691,9651
57,10,1240,550,1211,6401,7449
26,10,771,3408,1210,11950,11629
42,13,158,7811,1348,18604,11087
50,6,175,5644,933,19705,4945
59,1,854,8049,1612,7822,14739
